id,source,target,airlines
DCA-LAS,DCA,LAS,2
NRT-CTU,NRT,CTU,2
MMK-LED,MMK,LED,2
NRT-HGH,NRT,HGH,2
MMK-SVO,MMK,SVO,2
DCA-LIT,DCA,LIT,2
FRA-CTA,FRA,CTA,2
NNM-ARH,NNM,ARH,2
SCW-LED,SCW,LED,2
SCW-SVO,SCW,SVO,2
NTG-DLC,NTG,DLC,2
NTG-PEK,NTG,PEK,2
NTG-SHE,NTG,SHE,2
NTG-SZX,NTG,SZX,2
NTG-TSN,NTG,TSN,2
NTG-XMN,NTG,XMN,2
OKA-PEK,OKA,PEK,2
PEK-ADD,PEK,ADD,2
PEK-ARN,PEK,ARN,2
DCA-MHT,DCA,MHT,2
PEK-BHY,PEK,BHY,2
DCA-MIA,DCA,MIA,2
PEK-CAI,PEK,CAI,2
SVO-ARH,SVO,ARH,2
DCA-MSY,DCA,MSY,2
DCA-MYR,DCA,MYR,2
PEK-CHG,PEK,CHG,2
PEK-CIF,PEK,CIF,2
PEK-CJJ,PEK,CJJ,2
PEK-CPH,PEK,CPH,2
DCA-NAS,DCA,NAS,2
PEK-CTS,PEK,CTS,2
FUE-CGN,FUE,CGN,2
PEK-DAT,PEK,DAT,2
PEK-DAX,PEK,DAX,2
PEK-DDG,PEK,DDG,2
DCA-OAJ,DCA,OAJ,2
FUE-HAM,FUE,HAM,2
PEK-DSN,PEK,DSN,2
PEK-DUS,PEK,DUS,2
PEK-DXB,PEK,DXB,2
FUE-LEJ,FUE,LEJ,2
PEK-EWR,PEK,EWR,2
PEK-FNJ,PEK,FNJ,2
SVO-MMK,SVO,MMK,2
PEK-FRA,PEK,FRA,2
PEK-FUG,PEK,FUG,2
FUE-SZG,FUE,SZG,2
PEK-GYS,PEK,GYS,2
FUE-VIE,FUE,VIE,2
FUE-ZRH,FUE,ZRH,2
SVO-SCW,SVO,SCW,2
GRZ-HER,GRZ,HER,2
GRZ-PMI,GRZ,PMI,2
PEK-HKT,PEK,HKT,2
GRZ-TFS,GRZ,TFS,2
PEK-HLH,PEK,HLH,2
PEK-HMI,PEK,HMI,2
DCA-ORF,DCA,ORF,2
GWT-MUC,GWT,MUC,2
HAM-ACE,HAM,ACE,2
PEK-HYN,PEK,HYN,2
PEK-IAD,PEK,IAD,2
PEK-IAH,PEK,IAH,2
DCA-PBI,DCA,PBI,2
HAM-ALC,HAM,ALC,2
PEK-IST,PEK,IST,2
PEK-JDZ,PEK,JDZ,2
DCA-PDX,DCA,PDX,2
PEK-JGS,PEK,JGS,2
PEK-JIU,PEK,JIU,2
HAM-CFU,HAM,CFU,2
PEK-JNB,PEK,JNB,2
HAM-DUS,HAM,DUS,2
PEK-KIX,PEK,KIX,2
HAM-FUE,HAM,FUE,2
HAM-HEL,HAM,HEL,2
HAM-KGS,HAM,KGS,2
DCA-PHL,DCA,PHL,2
PEK-LGW,PEK,LGW,2
HAM-MUC,HAM,MUC,2
HAM-RIX,HAM,RIX,2
PEK-LXA,PEK,LXA,2
PEK-LZH,PEK,LZH,2
PEK-MAD,PEK,MAD,2
HAM-SZG,HAM,SZG,2
PEK-MFM,PEK,MFM,2
PEK-MIG,PEK,MIG,2
PEK-MUC,PEK,MUC,2
PEK-MWX,PEK,MWX,2
DCA-PHX,DCA,PHX,2
HEL-DUS,HEL,DUS,2
DCA-PIT,DCA,PIT,2
HEL-HAM,HEL,HAM,2
DCA-PNS,DCA,PNS,2
PEK-NTG,PEK,NTG,2
PEK-OKA,PEK,OKA,2
HEL-VIE,HEL,VIE,2
HEL-ZRH,HEL,ZRH,2
PEK-RLK,PEK,RLK,2
HER-BSL,HER,BSL,2
HER-GRZ,HER,GRZ,2
HER-LEJ,HER,LEJ,2
PEK-SIN,PEK,SIN,2
HER-LNZ,HER,LNZ,2
HER-NUE,HER,NUE,2
HER-SZG,HER,SZG,2
HER-ZRH,HER,ZRH,2
HKT-AUH,HKT,AUH,2
DCA-PVD,DCA,PVD,2
PEK-TLV,PEK,TLV,2
PEK-TNA,PEK,TNA,2
PEK-TXN,PEK,TXN,2
DCA-PWM,DCA,PWM,2
PEK-ULN,PEK,ULN,2
IBZ-MUC,IBZ,MUC,2
PEK-VIE,PEK,VIE,2
PEK-WAW,PEK,WAW,2
IBZ-PMI,IBZ,PMI,2
INN-PMI,INN,PMI,2
JMK-VIE,JMK,VIE,2
DCA-RDU,DCA,RDU,2
PEK-XFN,PEK,XFN,2
PEK-XIL,PEK,XIL,2
KGD-TXL,KGD,TXL,2
DCA-ROC,DCA,ROC,2
KGS-HAM,KGS,HAM,2
PEK-YBP,PEK,YBP,2
PEK-YCU,PEK,YCU,2
PEK-YIC,PEK,YIC,2
ARN-GEV,ARN,GEV,2
KLX-VIE,KLX,VIE,2
DCA-SAN,DCA,SAN,2
DCA-SAV,DCA,SAV,2
PEK-YNZ,PEK,YNZ,2
PEK-YTY,PEK,YTY,2
PEK-ZHA,PEK,ZHA,2
DCA-SDF,DCA,SDF,2
LEJ-ACE,LEJ,ACE,2
PUS-HGH,PUS,HGH,2
DCA-SRQ,DCA,SRQ,2
PVG-AKL,PVG,AKL,2
LEJ-FNC,LEJ,FNC,2
PVG-EWR,PVG,EWR,2
LEJ-FUE,LEJ,FUE,2
LEJ-HER,LEJ,HER,2
PVG-HET,PVG,HET,2
LEJ-PMI,LEJ,PMI,2
PVG-IST,PVG,IST,2
PVG-JJN,PVG,JJN,2
LEJ-TFS,LEJ,TFS,2
LGW-SZG,LGW,SZG,2
BSB-RAO,BSB,RAO,2
LNZ-HER,LNZ,HER,2
PVG-MUC,PVG,MUC,2
LNZ-PMI,LNZ,PMI,2
DCA-SYR,DCA,SYR,2
DCA-TLH,DCA,TLH,2
PVG-SDJ,PVG,SDJ,2
ARN-KRF,ARN,KRF,2
DCA-TYS,DCA,TYS,2
LPA-NUE,LPA,NUE,2
LPA-SZG,LPA,SZG,2
DCA-VPS,DCA,VPS,2
DCA-YHZ,DCA,YHZ,2
RGN-KMG,RGN,KMG,2
RLK-PEK,RLK,PEK,2
SDJ-PVG,SDJ,PVG,2
DLC-SJW,DLC,SJW,2
AEP-MVD,AEP,MVD,2
MAD-TXL,MAD,TXL,2
SHA-JDZ,SHA,JDZ,2
DEN-CLT,DEN,CLT,2
HET-SJW,HET,SJW,2
MAH-PMI,MAH,PMI,2
AEP-PDP,AEP,PDP,2
MUC-ACE,MUC,ACE,2
TLC-ACA,TLC,ACA,2
MUC-ALC,MUC,ALC,2
SHE-FRA,SHE,FRA,2
MUC-AMM,MUC,AMM,2
SHE-LYI,SHE,LYI,2
SHE-MFM,SHE,MFM,2
TLC-CUN,TLC,CUN,2
SHE-NTG,SHE,NTG,2
MVD-AEP,MVD,AEP,2
MUC-BDS,MUC,BDS,2
SHE-WNZ,SHE,WNZ,2
TLC-MTY,TLC,MTY,2
SHE-WUX,SHE,WUX,2
NKG-DYG,NKG,DYG,2
SIN-PEK,SIN,PEK,2
MUC-CGN,MUC,CGN,2
SJW-INC,SJW,INC,2
MVD-POA,MVD,POA,2
SJW-YNT,SJW,YNT,2
DFW-ABI,DFW,ABI,2
DFW-ABQ,DFW,ABQ,2
DFW-ACT,DFW,ACT,2
MUC-FNC,MUC,FNC,2
DFW-AEX,DFW,AEX,2
MUC-GWT,MUC,GWT,2
MUC-HAM,MUC,HAM,2
SYX-TYN,SYX,TYN,2
SYX-WUX,SYX,WUX,2
DFW-AGU,DFW,AGU,2
SZX-BKK,SZX,BKK,2
MUC-IBZ,MUC,IBZ,2
SZX-CGQ,SZX,CGQ,2
DFW-AMA,DFW,AMA,2
SZX-DAX,SZX,DAX,2
MVD-SCL,MVD,SCL,2
SZX-GYS,SZX,GYS,2
JIQ-KMG,JIQ,KMG,2
DFW-BDL,DFW,BDL,2
DFW-BHM,DFW,BHM,2
SZX-HYN,SZX,HYN,2
SZX-JDZ,SZX,JDZ,2
DFW-BJX,DFW,BJX,2
SZX-JUZ,SZX,JUZ,2
DFW-BMI,DFW,BMI,2
MUC-PUJ,MUC,PUJ,2
DFW-BNA,DFW,BNA,2
MUC-RIX,MUC,RIX,2
SZX-MIG,SZX,MIG,2
DFW-BNE,DFW,BNE,2
SZX-NTG,SZX,NTG,2
PDP-AEP,PDP,AEP,2
POA-MVD,POA,MVD,2
DFW-BPT,DFW,BPT,2
DFW-BRO,DFW,BRO,2
MXP-TXL,MXP,TXL,2
DFW-BTR,DFW,BTR,2
SCL-MVD,SCL,MVD,2
DFW-BZE,DFW,BZE,2
NAP-TXL,NAP,TXL,2
NAP-ZRH,NAP,ZRH,2
DFW-CAE,DFW,CAE,2
KMG-JIQ,KMG,JIQ,2
NCE-DUS,NCE,DUS,2
SZX-YBP,SZX,YBP,2
SZX-YCU,SZX,YCU,2
SZX-YIC,SZX,YIC,2
DFW-CHA,DFW,CHA,2
SZX-YNT,SZX,YNT,2
SZX-ZHA,SZX,ZHA,2
DFW-CHS,DFW,CHS,2
NUE-HER,NUE,HER,2
NUE-OLB,NUE,OLB,2
NUE-PMI,NUE,PMI,2
NUE-RHO,NUE,RHO,2
NUE-SAW,NUE,SAW,2
NUE-TFS,NUE,TFS,2
DFW-CID,DFW,CID,2
TAO-JNZ,TAO,JNZ,2
OLB-NUE,OLB,NUE,2
OLB-TXL,OLB,TXL,2
KMG-MIG,KMG,MIG,2
OLB-ZRH,OLB,ZRH,2
DFW-CLL,DFW,CLL,2
DFW-CLT,DFW,CLT,2
OTP-TXL,OTP,TXL,2
DFW-CMH,DFW,CMH,2
PAD-PMI,PAD,PMI,2
DFW-CMI,DFW,CMI,2
PEK-TXL,PEK,TXL,2
DFW-COS,DFW,COS,2
TAO-WUS,TAO,WUS,2
DFW-COU,DFW,COU,2
DFW-CRP,DFW,CRP,2
TAO-YCU,TAO,YCU,2
DFW-CRW,DFW,CRW,2
CGB-OPS,CGB,OPS,2
TLV-PEK,TLV,PEK,2
DFW-CUU,DFW,CUU,2
PMI-FDH,PMI,FDH,2
TNA-CGO,TNA,CGO,2
PMI-FKB,PMI,FKB,2
YFB-YOW,YFB,YOW,2
PMI-GRZ,PMI,GRZ,2
PMI-IBZ,PMI,IBZ,2
PMI-INN,PMI,INN,2
TNA-INC,TNA,INC,2
PMI-LEJ,PMI,LEJ,2
PMI-LNZ,PMI,LNZ,2
TNA-KWE,TNA,KWE,2
PMI-MAH,PMI,MAH,2
TNA-PEK,TNA,PEK,2
DFW-CZM,DFW,CZM,2
PMI-NUE,PMI,NUE,2
PMI-PAD,PMI,PAD,2
TNA-TYN,TNA,TYN,2
DFW-DAY,DFW,DAY,2
TNA-WNZ,TNA,WNZ,2
PMI-SZG,PMI,SZG,2
DFW-DCA,DFW,DCA,2
TNA-YNT,TNA,YNT,2
ARN-LYC,ARN,LYC,2
PMI-ZRH,PMI,ZRH,2
PUJ-MUC,PUJ,MUC,2
TSN-HAK,TSN,HAK,2
PVK-VIE,PVK,VIE,2
DFW-DRO,DFW,DRO,2
DFW-DSM,DFW,DSM,2
TSN-NTG,TSN,NTG,2
RHO-NUE,RHO,NUE,2
ZCL-MEX,ZCL,MEX,2
RIX-DUS,RIX,DUS,2
TSN-YCU,TSN,YCU,2
TXN-PEK,TXN,PEK,2
TYN-BAV,TYN,BAV,2
DFW-ELP,DFW,ELP,2
TYN-DSN,TYN,DSN,2
TYN-HRB,TYN,HRB,2
RIX-HAM,RIX,HAM,2
TYN-MFM,TYN,MFM,2
RIX-MUC,RIX,MUC,2
RIX-TXL,RIX,TXL,2
TYN-SYX,TYN,SYX,2
DFW-EVV,DFW,EVV,2
YWG-YYQ,YWG,YYQ,2
TYN-TNA,TYN,TNA,2
SAW-NUE,SAW,NUE,2
ULN-PEK,ULN,PEK,2
SAW-SXF,SAW,SXF,2
DFW-FAR,DFW,FAR,2
DFW-FAT,DFW,FAT,2
YYQ-YWG,YYQ,YWG,2
ARN-VBY,ARN,VBY,2
URC-YCU,URC,YCU,2
UYN-CTU,UYN,CTU,2
DFW-FSD,DFW,FSD,2
VIE-PEK,VIE,PEK,2
WAW-PEK,WAW,PEK,2
DFW-FSM,DFW,FSM,2
STR-FLR,STR,FLR,2
STR-VCE,STR,VCE,2
SUF-ZRH,SUF,ZRH,2
DFW-FWA,DFW,FWA,2
WNZ-SHE,WNZ,SHE,2
SXF-SAW,SXF,SAW,2
SZG-ACE,SZG,ACE,2
WNZ-TNA,WNZ,TNA,2
SZG-DUS,SZG,DUS,2
WNZ-ZUH,WNZ,ZUH,2
SZG-HAM,SZG,HAM,2
SZG-HER,SZG,HER,2
SZG-LGW,SZG,LGW,2
SZG-LPA,SZG,LPA,2
SZG-PMI,SZG,PMI,2
SZG-TFS,SZG,TFS,2
WUH-MFM,WUH,MFM,2
SZG-TXL,SZG,TXL,2
DFW-GCK,DFW,GCK,2
DFW-GDL,DFW,GDL,2
DFW-GGG,DFW,GGG,2
WUH-WUX,WUH,WUX,2
MIG-KMG,MIG,KMG,2
WUH-XNN,WUH,XNN,2
TFS-GRZ,TFS,GRZ,2
WUS-CAN,WUS,CAN,2
WUS-CKG,WUS,CKG,2
WUS-TAO,WUS,TAO,2
DFW-GJT,DFW,GJT,2
TFS-LEJ,TFS,LEJ,2
WUX-DLC,WUX,DLC,2
WUX-FOC,WUX,FOC,2
DFW-GPT,DFW,GPT,2
WUX-SHE,WUX,SHE,2
WUX-SYX,WUX,SYX,2
TFS-NUE,TFS,NUE,2
WUX-WUH,WUX,WUH,2
TFS-SZG,TFS,SZG,2
DFW-GRI,DFW,GRI,2
WXN-CAN,WXN,CAN,2
XFN-PEK,XFN,PEK,2
TFS-ZRH,TFS,ZRH,2
XIL-PEK,XIL,PEK,2
DFW-GRK,DFW,GRK,2
TLV-TXL,TLV,TXL,2
TXL-AMM,TXL,AMM,2
DFW-GRR,DFW,GRR,2
XIY-JDZ,XIY,JDZ,2
TXL-AUH,TXL,AUH,2
BZE-FRS,BZE,FRS,2
DFW-GSO,DFW,GSO,2
TXL-BEG,TXL,BEG,2
TXL-BRI,TXL,BRI,2
DFW-GSP,DFW,GSP,2
TXL-DME,TXL,DME,2
DFW-GUA,DFW,GUA,2
TXL-FKB,TXL,FKB,2
DFW-HNL,DFW,HNL,2
XIY-YNT,XIY,YNT,2
XIY-YTY,XIY,YTY,2
DFW-HOU,DFW,HOU,2
TXL-KGD,TXL,KGD,2
TXL-MAD,TXL,MAD,2
DFW-HSV,DFW,HSV,2
TXL-MXP,TXL,MXP,2
TXL-NAP,TXL,NAP,2
XMN-JDZ,XMN,JDZ,2
XMN-JIU,XMN,JIU,2
XMN-JUZ,XMN,JUZ,2
TXL-OLB,TXL,OLB,2
FRS-BZE,FRS,BZE,2
TXL-OTP,TXL,OTP,2
TXL-PEK,TXL,PEK,2
TXL-RIX,TXL,RIX,2
XMN-NTG,XMN,NTG,2
PVG-BKI,PVG,BKI,2
ARN-VHM,ARN,VHM,2
TXL-SZG,TXL,SZG,2
TXL-TLV,TXL,TLV,2
TXL-VCE,TXL,VCE,2
DFW-ICT,DFW,ICT,2
VCE-STR,VCE,STR,2
VCE-TXL,VCE,TXL,2
XMN-YTY,XMN,YTY,2
VIE-ACE,VIE,ACE,2
VIE-AGP,VIE,AGP,2
DFW-IND,DFW,IND,2
XNN-WUH,XNN,WUH,2
YBP-CAN,YBP,CAN,2
YBP-PEK,YBP,PEK,2
YBP-SZX,YBP,SZX,2
YCU-CAN,YCU,CAN,2
YCU-CTU,YCU,CTU,2
YCU-HGH,YCU,HGH,2
YCU-KMG,YCU,KMG,2
YCU-LHW,YCU,LHW,2
YCU-PEK,YCU,PEK,2
YCU-SZX,YCU,SZX,2
YCU-TAO,YCU,TAO,2
YCU-TSN,YCU,TSN,2
YCU-URC,YCU,URC,2
YIC-PEK,YIC,PEK,2
YIC-SZX,YIC,SZX,2
DFW-JAN,DFW,JAN,2
DFW-JAX,DFW,JAX,2
YIN-CTU,YIN,CTU,2
YIW-CTU,YIW,CTU,2
GYN-PMW,GYN,PMW,2
VIE-CFU,VIE,CFU,2
DFW-JLN,DFW,JLN,2
RTB-GUA,RTB,GUA,2
DFW-LAW,DFW,LAW,2
CKG-TSA,CKG,TSA,2
DFW-LBB,DFW,LBB,2
YNT-HGH,YNT,HGH,2
DFW-LCH,DFW,LCH,2
DFW-LEX,DFW,LEX,2
VIE-HEL,VIE,HEL,2
VIE-JMK,VIE,JMK,2
DFW-LFT,DFW,LFT,2
VIE-KLX,VIE,KLX,2
YNT-SJW,YNT,SJW,2
YNT-SZX,YNT,SZX,2
YNT-TNA,YNT,TNA,2
GYN-RAO,GYN,RAO,2
YNT-XIY,YNT,XIY,2
YNZ-PEK,YNZ,PEK,2
YTY-CKG,YTY,CKG,2
YTY-PEK,YTY,PEK,2
YTY-XIY,YTY,XIY,2
YTY-XMN,YTY,XMN,2
ZHA-CTU,ZHA,CTU,2
ZHA-PEK,ZHA,PEK,2
ZHA-SZX,ZHA,SZX,2
GYN-UDI,GYN,UDI,2
ZUH-CTU,ZUH,CTU,2
AMD-CCU,AMD,CCU,2
ZUH-HYN,ZUH,HYN,2
DFW-LIR,DFW,LIR,2
DFW-LIT,DFW,LIT,2
DFW-LRD,DFW,LRD,2
BIM-FLL,BIM,FLL,2
ZUH-WNZ,ZUH,WNZ,2
DFW-MAF,DFW,MAF,2
DFW-MBJ,DFW,MBJ,2
RTB-SAP,RTB,SAP,2
RTB-TGU,RTB,TGU,2
SAP-RTB,SAP,RTB,2
TGU-RTB,TGU,RTB,2
VIE-PVK,VIE,PVK,2
DFW-MCI,DFW,MCI,2
HRG-ZRH,HRG,ZRH,2
AMD-MAA,AMD,MAA,2
AMD-PNQ,AMD,PNQ,2
VIE-VLC,VIE,VLC,2
HAK-TPE,HAK,TPE,2
VIE-VOL,VIE,VOL,2
DFW-MFE,DFW,MFE,2
HNL-TPE,HNL,TPE,2
ISG-TPE,ISG,TPE,2
VIE-ZTH,VIE,ZTH,2
KHH-KHN,KHH,KHN,2
KHH-KIX,KHH,KIX,2
KHH-SIN,KHH,SIN,2
KHN-KHH,KHN,KHH,2
KHN-TPE,KHN,TPE,2
KIX-KHH,KIX,KHH,2
DFW-MGM,DFW,MGM,2
VLC-VIE,VLC,VIE,2
ROR-TPE,ROR,TPE,2
VOL-VIE,VOL,VIE,2
ZRH-ACE,ZRH,ACE,2
TPE-HAK,TPE,HAK,2
TPE-HNL,TPE,HNL,2
TPE-ISG,TPE,ISG,2
TPE-KHN,TPE,KHN,2
DFW-MHK,DFW,MHK,2
DFW-MIA,DFW,MIA,2
TPE-ROR,TPE,ROR,2
TPE-URC,TPE,URC,2
ZRH-FNC,ZRH,FNC,2
ZRH-FUE,ZRH,FUE,2
URC-TPE,URC,TPE,2
ZRH-HEL,ZRH,HEL,2
ZRH-HER,ZRH,HER,2
BOS-PTY,BOS,PTY,2
DFW-MKE,DFW,MKE,2
EWR-PTY,EWR,PTY,2
GYE-PTY,GYE,PTY,2
HAV-PTY,HAV,PTY,2
IAD-PTY,IAD,PTY,2
IAH-PTY,IAH,PTY,2
IAH-SFO,IAH,SFO,2
JFK-PTY,JFK,PTY,2
KIN-PTY,KIN,PTY,2
LAS-PTY,LAS,PTY,2
LAX-PTY,LAX,PTY,2
MCO-PTY,MCO,PTY,2
MGA-PTY,MGA,PTY,2
ORD-PTY,ORD,PTY,2
PTY-BOS,PTY,BOS,2
DFW-MLI,DFW,MLI,2
PTY-EWR,PTY,EWR,2
PTY-GYE,PTY,GYE,2
PTY-HAV,PTY,HAV,2
PTY-IAD,PTY,IAD,2
PTY-IAH,PTY,IAH,2
PTY-JFK,PTY,JFK,2
PTY-LAS,PTY,LAS,2
PTY-LAX,PTY,LAX,2
PTY-MCO,PTY,MCO,2
PTY-MGA,PTY,MGA,2
PTY-ORD,PTY,ORD,2
PTY-SDQ,PTY,SDQ,2
SDQ-PTY,SDQ,PTY,2
CCS-HAV,CCS,HAV,2
HAV-CCS,HAV,CCS,2
HAV-MAD,HAV,MAD,2
HAV-NAS,HAV,NAS,2
HAV-SVO,HAV,SVO,2
MAD-HAV,MAD,HAV,2
NAS-HAV,NAS,HAV,2
SVO-HAV,SVO,HAV,2
AKL-HKG,AKL,HKG,2
AMS-HKG,AMS,HKG,2
ATH-DOH,ATH,DOH,2
ZRH-NAP,ZRH,NAP,2
BCN-DOH,BCN,DOH,2
ZRH-OLB,ZRH,OLB,2
ZRH-PMI,ZRH,PMI,2
BKK-KHI,BKK,KHI,2
BLR-HKG,BLR,HKG,2
ZRH-SUF,ZRH,SUF,2
CCU-HKG,CCU,HKG,2
ZRH-TFS,ZRH,TFS,2
CJU-HKG,CJU,HKG,2
BBI-BOM,BBI,BOM,2
DFW-MLU,DFW,MLU,2
ZTH-VIE,ZTH,VIE,2
CSX-HKG,CSX,HKG,2
CTS-HKG,CTS,HKG,2
DAD-HKG,DAD,HKG,2
DFW-MOB,DFW,MOB,2
DOH-ATH,DOH,ATH,2
DFW-MSN,DFW,MSN,2
DOH-GVA,DOH,GVA,2
DOH-HKG,DOH,HKG,2
BBI-DEL,BBI,DEL,2
DOH-VCE,DOH,VCE,2
ANU-YYZ,ANU,YYZ,2
DXB-HKG,DXB,HKG,2
PRN-ZRH,PRN,ZRH,2
FRA-HKG,FRA,HKG,2
DFW-MTY,DFW,MTY,2
GVA-DOH,GVA,DOH,2
AUA-YYZ,AUA,YYZ,2
AUH-YYZ,AUH,YYZ,2
AZS-YUL,AZS,YUL,2
HKG-AMS,HKG,AMS,2
AZS-YYZ,AZS,YYZ,2
BCN-YYZ,BCN,YYZ,2
HKG-BLR,HKG,BLR,2
BDA-YYZ,BDA,YYZ,2
HKG-CCU,HKG,CCU,2
BDL-YUL,BDL,YUL,2
HKG-CJU,HKG,CJU,2
BDL-YYZ,BDL,YYZ,2
HKG-CSX,HKG,CSX,2
HKG-CTS,HKG,CTS,2
HKG-DAD,HKG,DAD,2
BGI-YYZ,BGI,YYZ,2
HKG-DOH,HKG,DOH,2
DFW-MZT,DFW,MZT,2
HKG-DXB,HKG,DXB,2
BOG-YYZ,BOG,YYZ,2
HKG-FRA,HKG,FRA,2
BOS-YHZ,BOS,YHZ,2
BOS-YOW,BOS,YOW,2
BOS-YUL,BOS,YUL,2
BOS-YYZ,BOS,YYZ,2
DFW-NAS,DFW,NAS,2
HKG-JNB,HKG,JNB,2
HKG-KHV,HKG,KHV,2
BDQ-DEL,BDQ,DEL,2
DFW-OGG,DFW,OGG,2
HKG-MLE,HKG,MLE,2
HKG-NAN,HKG,NAN,2
DFW-OKC,DFW,OKC,2
DFW-OMA,DFW,OMA,2
DFW-ONT,DFW,ONT,2
BKK-CCU,BKK,CCU,2
DFW-ORF,DFW,ORF,2
CCC-YYZ,CCC,YYZ,2
DFW-PBC,DFW,PBC,2
DFW-PBI,DFW,PBI,2
HKG-TAO,HKG,TAO,2
HKG-USM,HKG,USM,2
HKG-VVO,HKG,VVO,2
SKP-ZRH,SKP,ZRH,2
CLE-YYZ,CLE,YYZ,2
CMH-YYZ,CMH,YYZ,2
ELH-FLL,ELH,FLL,2
ZRH-HRG,ZRH,HRG,2
JNB-HKG,JNB,HKG,2
KHI-BKK,KHI,BKK,2
KHV-HKG,KHV,HKG,2
DFW-PIA,DFW,PIA,2
CPH-VNO,CPH,VNO,2
DFW-PIT,DFW,PIT,2
MLE-HKG,MLE,HKG,2
NAN-HKG,NAN,HKG,2
DFW-PLS,DFW,PLS,2
DFW-PNS,DFW,PNS,2
DFW-PSP,DFW,PSP,2
DFW-PTY,DFW,PTY,2
DFW-PVR,DFW,PVR,2
DFW-QRO,DFW,QRO,2
DFW-RAP,DFW,RAP,2
DEN-YEG,DEN,YEG,2
DEN-YMM,DEN,YMM,2
TAO-HKG,TAO,HKG,2
USM-HKG,USM,HKG,2
VCE-DOH,VCE,DOH,2
VVO-HKG,VVO,HKG,2
DEN-YQR,DEN,YQR,2
DEN-YUL,DEN,YUL,2
DEN-YVR,DEN,YVR,2
AMS-LCA,AMS,LCA,2
AUH-LCA,AUH,LCA,2
LCA-AMS,LCA,AMS,2
LCA-AUH,LCA,AUH,2
LCA-MUC,LCA,MUC,2
DEN-YWG,DEN,YWG,2
DEN-YXE,DEN,YXE,2
LCA-SVO,LCA,SVO,2
DEN-YYC,DEN,YYC,2
DEN-YYZ,DEN,YYZ,2
MUC-LCA,MUC,LCA,2
DFW-RDU,DFW,RDU,2
DFW-RIC,DFW,RIC,2
SVO-LCA,SVO,LCA,2
DFW-RNO,DFW,RNO,2
AAT-URC,AAT,URC,2
DFW-ROW,DFW,ROW,2
ALA-URC,ALA,URC,2
AMS-CAN,AMS,CAN,2
AMS-CTU,AMS,CTU,2
AMS-HGH,AMS,HGH,2
AMS-PEK,AMS,PEK,2
ZRH-PRN,ZRH,PRN,2
AMS-XMN,AMS,XMN,2
BAV-CGO,BAV,CGO,2
DFW-RTB,DFW,RTB,2
BHY-CKG,BHY,CKG,2
BHY-KMG,BHY,KMG,2
DFW-SAF,DFW,SAF,2
BKK-FOC,BKK,FOC,2
ZRH-SKP,ZRH,SKP,2
BKK-NNG,BKK,NNG,2
AGP-STR,AGP,STR,2
BSD-KMG,BSD,KMG,2
CAN-AMS,CAN,AMS,2
EWR-YEG,EWR,YEG,2
CAN-CGK,CAN,CGK,2
CAN-DAD,CAN,DAD,2
CAN-DXB,CAN,DXB,2
EWR-YUL,EWR,YUL,2
CAN-HAN,CAN,HAN,2
DFW-SAT,DFW,SAT,2
CAN-KIX,CAN,KIX,2
CAN-LAX,CAN,LAX,2
CAN-LHW,CAN,LHW,2
CAN-NBO,CAN,NBO,2
EWR-YYZ,EWR,YYZ,2
CAN-REP,CAN,REP,2
CAN-SGN,CAN,SGN,2
CAN-SVO,CAN,SVO,2
DFW-SAV,DFW,SAV,2
AGP-TXL,AGP,TXL,2
DFW-SDF,DFW,SDF,2
CAN-YIH,CAN,YIH,2
CGK-CAN,CGK,CAN,2
CGK-FOC,CGK,FOC,2
CGO-BAV,CGO,BAV,2
CGO-DSN,CGO,DSN,2
ELH-PBI,ELH,PBI,2
CGO-ICN,CGO,ICN,2
EYW-FLL,EYW,FLL,2
DFW-SGF,DFW,SGF,2
DFW-SHV,DFW,SHV,2
DFW-SJC,DFW,SJC,2
CGO-WNZ,CGO,WNZ,2
CGO-ZUH,CGO,ZUH,2
CGQ-HGH,CGQ,HGH,2
CGQ-ICN,CGQ,ICN,2
CGQ-NGB,CGQ,NGB,2
CIH-PEK,CIH,PEK,2
CKG-BHY,CKG,BHY,2
ARN-HAM,ARN,HAM,2
FRA-NAP,FRA,NAP,2
FRA-VLC,FRA,VLC,2
FRA-VNO,FRA,VNO,2
FRA-YOW,FRA,YOW,2
FRA-YUL,FRA,YUL,2
DFW-SJO,DFW,SJO,2
CSX-LZO,CSX,LZO,2
CSX-MIG,CSX,MIG,2
DFW-SJT,DFW,SJT,2
FRA-YYZ,FRA,YYZ,2
GCM-YYZ,GCM,YYZ,2
CSX-SWA,CSX,SWA,2
CSX-SZX,CSX,SZX,2
GDN-CPH,GDN,CPH,2
CSX-URC,CSX,URC,2
CTU-AMS,CTU,AMS,2
CZX-FOC,CZX,FOC,2
CZX-TYN,CZX,TYN,2
DAD-CAN,DAD,CAN,2
GND-YYZ,GND,YYZ,2
DNH-URC,DNH,URC,2
DNH-XIY,DNH,XIY,2
DQA-TAO,DQA,TAO,2
DSN-CGO,DSN,CGO,2
GRU-YYZ,GRU,YYZ,2
DFW-SJU,DFW,SJU,2
DXB-CAN,DXB,CAN,2
DYG-TPE,DYG,TPE,2
FOC-BKK,FOC,BKK,2
HKG-YVR,HKG,YVR,2
FOC-CGK,FOC,CGK,2
HKG-YYZ,HKG,YYZ,2
HND-YVR,HND,YVR,2
FOC-CZX,FOC,CZX,2
