id,source,target,airlines
FRA-GOJ,FRA,GOJ,1
SAL-BOG,SAL,BOG,1
FRA-GWT,FRA,GWT,1
FRA-HAJ,FRA,HAJ,1
FRA-HAM,FRA,HAM,1
SAL-BZE,SAL,BZE,1
WUH-SWA,WUH,SWA,1
SAL-CLO,SAL,CLO,1
SAL-CUN,SAL,CUN,1
DBV-STR,DBV,STR,1
SAL-GUA,SAL,GUA,1
SAL-GYE,SAL,GYE,1
GYN-SDU,GYN,SDU,1
WUH-YNZ,WUH,YNZ,1
WUH-ZUH,WUH,ZUH,1
FRA-KUF,FRA,KUF,1
FRA-LAD,FRA,LAD,1
GYN-VCP,GYN,VCP,1
ZAD-FDH,ZAD,FDH,1
FRA-LEJ,FRA,LEJ,1
IGU-POA,IGU,POA,1
XFN-CAN,XFN,CAN,1
FRA-MAN,FRA,MAN,1
XFN-XMN,XFN,XMN,1
FRA-MEX,FRA,MEX,1
SAL-LIM,SAL,LIM,1
FRA-MPL,FRA,MPL,1
FRA-NCE,FRA,NCE,1
SAL-LIR,SAL,LIR,1
FRA-NUE,FRA,NUE,1
FRA-OLB,FRA,OLB,1
IGU-VCP,IGU,VCP,1
SAL-MDE,SAL,MDE,1
FRA-PMO,FRA,PMO,1
SAL-ORD,SAL,ORD,1
IMP-BEL,IMP,BEL,1
SAL-RTB,SAL,RTB,1
FRA-RZE,FRA,RZE,1
SAL-SAP,SAL,SAP,1
IMP-CNF,IMP,CNF,1
FRA-STR,FRA,STR,1
SAL-SJO,SAL,SJO,1
SAL-TGU,SAL,TGU,1
FRA-TLL,FRA,TLL,1
SAL-UIO,SAL,UIO,1
FRA-TRN,FRA,TRN,1
SAL-YYZ,SAL,YYZ,1
FRA-VCE,FRA,VCE,1
SAP-JFK,SAP,JFK,1
SAP-SAL,SAP,SAL,1
IOS-GRU,IOS,GRU,1
DRS-CFU,DRS,CFU,1
SDQ-BOG,SDQ,BOG,1
SDQ-LIM,SDQ,LIM,1
GLA-DUS,GLA,DUS,1
IOS-VCP,IOS,VCP,1
GOA-MUC,GOA,MUC,1
GOJ-FRA,GOJ,FRA,1
GOT-DUS,GOT,DUS,1
SJO-BOG,SJO,BOG,1
IPN-CNF,IPN,CNF,1
XMN-XFN,XMN,XFN,1
SJO-LIM,SJO,LIM,1
XMN-YIW,XMN,YIW,1
IPN-GRU,IPN,GRU,1
GWT-FRA,GWT,FRA,1
XNN-CSX,XNN,CSX,1
HAJ-FRA,HAJ,FRA,1
HAJ-MUC,HAJ,MUC,1
XNN-KWE,XNN,KWE,1
XUZ-CAN,XUZ,CAN,1
XUZ-INC,XUZ,INC,1
YCU-CKG,YCU,CKG,1
YCU-CSX,YCU,CSX,1
YCU-HRB,YCU,HRB,1
YCU-SYX,YCU,SYX,1
HKG-MUC,HKG,MUC,1
SJO-SAL,SJO,SAL,1
IPN-PLU,IPN,PLU,1
GOI-AMD,GOI,AMD,1
YIW-CAN,YIW,CAN,1
YIW-CGO,YIW,CGO,1
YIW-HRB,YIW,HRB,1
ICN-MUC,ICN,MUC,1
YIW-KMG,YIW,KMG,1
YIW-SHE,YIW,SHE,1
SJU-BOG,SJU,BOG,1
YIW-URC,YIW,URC,1
YIW-XMN,YIW,XMN,1
YIW-ZUH,YIW,ZUH,1
YNJ-CGQ,YNJ,CGQ,1
YNJ-DLC,YNJ,DLC,1
KIV-MUC,KIV,MUC,1
IZA-CNF,IZA,CNF,1
YNT-CSX,YNT,CSX,1
YNT-SHE,YNT,SHE,1
YNZ-DLC,YNZ,DLC,1
KUF-FRA,KUF,FRA,1
LAD-FRA,LAD,FRA,1
TGU-SAL,TGU,SAL,1
YNZ-SHE,YNZ,SHE,1
YNZ-WUH,YNZ,WUH,1
IZA-VCP,IZA,VCP,1
LEJ-FRA,LEJ,FRA,1
LEJ-MUC,LEJ,MUC,1
YTY-CAN,YTY,CAN,1
YTY-CGO,YTY,CGO,1
YTY-CSX,YTY,CSX,1
YTY-DLC,YTY,DLC,1
YTY-HRB,YTY,HRB,1
YTY-SYX,YTY,SYX,1
YVR-CAN,YVR,CAN,1
JDO-VCP,JDO,VCP,1
LWO-MUC,LWO,MUC,1
LYS-MUC,LYS,MUC,1
ZHA-CAN,ZHA,CAN,1
ZHA-SYX,ZHA,SYX,1
MAN-FRA,MAN,FRA,1
UIO-SAL,UIO,SAL,1
ZUH-CSX,ZUH,CSX,1
MEX-FRA,MEX,FRA,1
MEX-MUC,MEX,MUC,1
ZUH-HFE,ZUH,HFE,1
MPL-FRA,MPL,FRA,1
MRS-MUC,MRS,MUC,1
ZUH-HGH,ZUH,HGH,1
MUC-AOI,MUC,AOI,1
ZUH-KMG,ZUH,KMG,1
MUC-BHX,MUC,BHX,1
MUC-BIO,MUC,BIO,1
ZUH-MXZ,ZUH,MXZ,1
MUC-BLQ,MUC,BLQ,1
ZUH-SWA,ZUH,SWA,1
MUC-BRE,MUC,BRE,1
ZUH-WUH,ZUH,WUH,1
ZUH-YIW,ZUH,YIW,1
MUC-BUD,MUC,BUD,1
ZYI-CAN,ZYI,CAN,1
MUC-CLJ,MUC,CLJ,1
MUC-CLT,MUC,CLT,1
ZYI-SZX,ZYI,SZX,1
CEE-DME,CEE,DME,1
MUC-DOK,MUC,DOK,1
MUC-DRS,MUC,DRS,1
MUC-ESB,MUC,ESB,1
CEE-HEL,CEE,HEL,1
MUC-FMO,MUC,FMO,1
CEE-KGD,CEE,KGD,1
MUC-GOA,MUC,GOA,1
CEE-LED,CEE,LED,1
CEE-MMK,CEE,MMK,1
CEE-VKO,CEE,VKO,1
MUC-HAJ,MUC,HAJ,1
MUC-HKG,MUC,HKG,1
CEE-VUS,CEE,VUS,1
DME-CEE,DME,CEE,1
MUC-ICN,MUC,ICN,1
DME-KVK,DME,KVK,1
HEL-CEE,HEL,CEE,1
KGD-CEE,KGD,CEE,1
KVK-DME,KVK,DME,1
MUC-KIV,MUC,KIV,1
LED-CEE,LED,CEE,1
LED-UCT,LED,UCT,1
MMK-CEE,MMK,CEE,1
MUC-LEJ,MUC,LEJ,1
UCT-LED,UCT,LED,1
MUC-LWO,MUC,LWO,1
MUC-LYS,MUC,LYS,1
VKO-CEE,VKO,CEE,1
MUC-MEX,MUC,MEX,1
MUC-MRS,MUC,MRS,1
MUC-MXP,MUC,MXP,1
MUC-NCE,MUC,NCE,1
MUC-NUE,MUC,NUE,1
MUC-ODS,MUC,ODS,1
VUS-CEE,VUS,CEE,1
JOI-POA,JOI,POA,1
MUC-PAD,MUC,PAD,1
MUC-PMO,MUC,PMO,1
YYZ-SAL,YYZ,SAL,1
MUC-PRG,MUC,PRG,1
MUC-PSA,MUC,PSA,1
MUC-RLG,MUC,RLG,1
MUC-RTM,MUC,RTM,1
MUC-RUH,MUC,RUH,1
JOI-VCP,JOI,VCP,1
JPA-FOR,JPA,FOR,1
MUC-SJJ,MUC,SJJ,1
JPA-SSA,JPA,SSA,1
MUC-STR,MUC,STR,1
MUC-SUF,MUC,SUF,1
MUC-TBS,MUC,TBS,1
MUC-TIA,MUC,TIA,1
MUC-TLS,MUC,TLS,1
MUC-TRN,MUC,TRN,1
MUC-TRS,MUC,TRS,1
MUC-TSR,MUC,TSR,1
MUC-VLC,MUC,VLC,1
CTU-KUL,CTU,KUL,1
HGH-KUL,HGH,KUL,1
HND-KUL,HND,KUL,1
JPA-VCP,JPA,VCP,1
DRS-CGN,DRS,CGN,1
JTC-VCP,JTC,VCP,1
MXP-MUC,MXP,MUC,1
LDB-CGB,LDB,CGB,1
NCE-FRA,NCE,FRA,1
NCE-MUC,NCE,MUC,1
NCL-DUS,NCL,DUS,1
AYT-HEL,AYT,HEL,1
ZRH-DRS,ZRH,DRS,1
KUL-CTU,KUL,CTU,1
NUE-FRA,NUE,FRA,1
NUE-MUC,NUE,MUC,1
KUL-HGH,KUL,HGH,1
ODS-MUC,ODS,MUC,1
OLB-FRA,OLB,FRA,1
KUL-HND,KUL,HND,1
BKK-HEL,BKK,HEL,1
LDB-MGF,LDB,MGF,1
LDB-POA,LDB,POA,1
OTP-DUS,OTP,DUS,1
LDB-VCP,LDB,VCP,1
PAD-MUC,PAD,MUC,1
BRU-HEL,BRU,HEL,1
PMO-FRA,PMO,FRA,1
PMO-MUC,PMO,MUC,1
KUL-NGO,KUL,NGO,1
KUL-OOL,KUL,OOL,1
PRG-MUC,PRG,MUC,1
PSA-MUC,PSA,MUC,1
RLG-MUC,RLG,MUC,1
LEC-SSA,LEC,SSA,1
RTM-MUC,RTM,MUC,1
MAB-AUX,MAB,AUX,1
RUH-MUC,RUH,MUC,1
RZE-FRA,RZE,FRA,1
KUL-PUS,KUL,PUS,1
CKG-HEL,CKG,HEL,1
DRS-STR,DRS,STR,1
NGO-KUL,NGO,KUL,1
SJJ-MUC,SJJ,MUC,1
OOL-KUL,OOL,KUL,1
SOF-MUC,SOF,MUC,1
DTM-HDF,DTM,HDF,1
SSG-ABV,SSG,ABV,1
MAB-CKS,MAB,CKS,1
STR-FRA,STR,FRA,1
PUS-KUL,PUS,KUL,1
DEL-HEL,DEL,HEL,1
BFV-DMK,BFV,DMK,1
SUF-MUC,SUF,MUC,1
MAB-TUR,MAB,TUR,1
CJM-DMK,CJM,DMK,1
TBS-MUC,TBS,MUC,1
TIA-MUC,TIA,MUC,1
TLL-FRA,TLL,FRA,1
TLS-MUC,TLS,MUC,1
MAO-BAZ,MAO,BAZ,1
TRN-FRA,TRN,FRA,1
TRN-MUC,TRN,MUC,1
TRS-MUC,TRS,MUC,1
TSR-MUC,TSR,MUC,1
CNX-UTH,CNX,UTH,1
DMK-BFV,DMK,BFV,1
TXL-VKO,TXL,VKO,1
ZRH-EBA,ZRH,EBA,1
VCE-FRA,VCE,FRA,1
DMK-CJM,DMK,CJM,1
VKO-DUS,VKO,DUS,1
GOT-HEL,GOT,HEL,1
VKO-TXL,VKO,TXL,1
VLC-DUS,VLC,DUS,1
VLC-MUC,VLC,MUC,1
GVA-HEL,GVA,HEL,1
HYD-BBI,HYD,BBI,1
GZP-HEL,GZP,HEL,1
MAO-CIZ,MAO,CIZ,1
DMK-LOE,DMK,LOE,1
DMK-MAQ,DMK,MAQ,1
DMK-NNT,DMK,NNT,1
MAO-CNF,MAO,CNF,1
MAO-PIN,MAO,PIN,1
DMK-PRH,DMK,PRH,1
HEL-AYT,HEL,AYT,1
DMK-ROI,DMK,ROI,1
DMK-SNO,DMK,SNO,1
TRV-DMM,TRV,DMM,1
ANU-SXM,ANU,SXM,1
HEL-BKK,HEL,BKK,1
DMK-UNN,DMK,UNN,1
SYX-YBP,SYX,YBP,1
STX-SXM,STX,SXM,1
SXM-ANU,SXM,ANU,1
HEL-BRU,HEL,BRU,1
MAO-TBT,MAO,TBT,1
SXM-SLU,SXM,SLU,1
HEL-CKG,HEL,CKG,1
SXM-STX,SXM,STX,1
MAO-TFF,MAO,TFF,1
MAO-VCP,MAO,VCP,1
LOE-DMK,LOE,DMK,1
ICN-NGS,ICN,NGS,1
MAQ-DMK,MAQ,DMK,1
NNT-DMK,NNT,DMK,1
HEL-DEL,HEL,DEL,1
NGS-ICN,NGS,ICN,1
ZRH-GRZ,ZRH,GRZ,1
PRH-DMK,PRH,DMK,1
BEN-HBE,BEN,HBE,1
CAI-MRA,CAI,MRA,1
HBE-BEN,HBE,BEN,1
HBE-MRA,HBE,MRA,1
HBE-TOB,HBE,TOB,1
MCZ-AJU,MCZ,AJU,1
MAD-TIP,MAD,TIP,1
MAN-TIP,MAN,TIP,1
MRA-CAI,MRA,CAI,1
MRA-HBE,MRA,HBE,1
SRX-TUN,SRX,TUN,1
TIP-MAD,TIP,MAD,1
TIP-MAN,TIP,MAN,1
TOB-HBE,TOB,HBE,1
ROI-DMK,ROI,DMK,1
SNO-DMK,SNO,DMK,1
TUN-SRX,TUN,SRX,1
HEL-GOT,HEL,GOT,1
ARN-WAW,ARN,WAW,1
BRU-WAW,BRU,WAW,1
HEL-GVA,HEL,GVA,1
EVN-WAW,EVN,WAW,1
GDN-WAW,GDN,WAW,1
UNN-DMK,UNN,DMK,1
HEL-GZP,HEL,GZP,1
JFK-WAW,JFK,WAW,1
UTH-CNX,UTH,CNX,1
HEL-HKG,HEL,HKG,1
KRK-WAW,KRK,WAW,1
KTW-WAW,KTW,WAW,1
LCA-WAW,LCA,WAW,1
LED-WAW,LED,WAW,1
HEL-ICN,HEL,ICN,1
LWO-WAW,LWO,WAW,1
MAD-WAW,MAD,WAW,1
MXP-WAW,MXP,WAW,1
NCE-WAW,NCE,WAW,1
ODS-WAW,ODS,WAW,1
ORD-WAW,ORD,WAW,1
HEL-IVL,HEL,IVL,1
POZ-WAW,POZ,WAW,1
HEL-JOE,HEL,JOE,1
RZE-WAW,RZE,WAW,1
MCZ-REC,MCZ,REC,1
SZZ-WAW,SZZ,WAW,1
TBS-WAW,TBS,WAW,1
TLL-WAW,TLL,WAW,1
MCZ-VCP,MCZ,VCP,1
ACE-PAD,ACE,PAD,1
HEL-KAO,HEL,KAO,1
VNO-WAW,VNO,WAW,1
WAW-ARN,WAW,ARN,1
WAW-BRU,WAW,BRU,1
ACE-SXF,ACE,SXF,1
WAW-EVN,WAW,EVN,1
WAW-GDN,WAW,GDN,1
AGA-DUS,AGA,DUS,1
AGA-FRA,AGA,FRA,1
WAW-JFK,WAW,JFK,1
AGA-LEJ,AGA,LEJ,1
WAW-KRK,WAW,KRK,1
WAW-KTW,WAW,KTW,1
WAW-LCA,WAW,LCA,1
WAW-LED,WAW,LED,1
AGA-MUC,AGA,MUC,1
WAW-LWO,WAW,LWO,1
WAW-MAD,WAW,MAD,1
WAW-MXP,WAW,MXP,1
WAW-NCE,WAW,NCE,1
WAW-ODS,WAW,ODS,1
WAW-ORD,WAW,ORD,1
ANU-FRA,ANU,FRA,1
WAW-POZ,WAW,POZ,1
DTM-SPU,DTM,SPU,1
WAW-RZE,WAW,RZE,1
MEA-VCP,MEA,VCP,1
WAW-SZZ,WAW,SZZ,1
WAW-TBS,WAW,TBS,1
WAW-TLL,WAW,TLL,1
MGF-CGB,MGF,CGB,1
BGI-FRA,BGI,FRA,1
WAW-VNO,WAW,VNO,1
WAW-WRO,WAW,WRO,1
DUB-CGN,DUB,CGN,1
WRO-WAW,WRO,WAW,1
HEL-KRK,HEL,KRK,1
FON-SJO,FON,SJO,1
CHQ-DUS,CHQ,DUS,1
CUN-FRA,CUN,FRA,1
HEL-KUO,HEL,KUO,1
MGF-LDB,MGF,LDB,1
DJE-LEJ,DJE,LEJ,1
MGF-POA,MGF,POA,1
ACE-BLK,ACE,BLK,1
HEL-LJU,HEL,LJU,1
MGF-VCP,MGF,VCP,1
AGP-BLK,AGP,BLK,1
DLM-HAM,DLM,HAM,1
MII-VCP,MII,VCP,1
ZRH-SZG,ZRH,SZG,1
ALC-BLK,ALC,BLK,1
DLM-SXF,DLM,SXF,1
DUS-AGA,DUS,AGA,1
BCN-GLA,BCN,GLA,1
DUS-CHQ,DUS,CHQ,1
BFS-ACE,BFS,ACE,1
HEL-MXP,HEL,MXP,1
DUS-LCA,DUS,LCA,1
BFS-DBV,BFS,DBV,1
MOC-PLU,MOC,PLU,1
BFS-MJV,BFS,MJV,1
NAT-CNF,NAT,CNF,1
BFS-REU,BFS,REU,1
FNC-HAM,FNC,HAM,1
BJV-EMA,BJV,EMA,1
BJV-GLA,BJV,GLA,1
NAT-FEN,NAT,FEN,1
NAT-REC,NAT,REC,1
BJV-NCL,BJV,NCL,1
BLK-ACE,BLK,ACE,1
BLK-AGP,BLK,AGP,1
BLK-ALC,BLK,ALC,1
BLK-DLM,BLK,DLM,1
BLK-FAO,BLK,FAO,1
BLK-PMI,BLK,PMI,1
BLK-TFS,BLK,TFS,1
BUD-EDI,BUD,EDI,1
BUD-EMA,BUD,EMA,1
BUD-LBA,BUD,LBA,1
CDG-EMA,CDG,EMA,1
CDG-LBA,CDG,LBA,1
DBV-BFS,DBV,BFS,1
FRA-AGA,FRA,AGA,1
DBV-EMA,DBV,EMA,1
DBV-LBA,DBV,LBA,1
NAT-VCP,NAT,VCP,1
DBV-NCL,DBV,NCL,1
DLM-BLK,DLM,BLK,1
FRA-CHQ,FRA,CHQ,1
FRA-CUN,FRA,CUN,1
DUS-AOI,DUS,AOI,1
NVT-POA,NVT,POA,1
NVT-VCP,NVT,VCP,1
DUS-LBA,DUS,LBA,1
EDI-BUD,EDI,BUD,1
OAL-CGB,OAL,CGB,1
EDI-MAH,EDI,MAH,1
EDI-MJV,EDI,MJV,1
PAV-SSA,PAV,SSA,1
EDI-VCE,EDI,VCE,1
EMA-BJV,EMA,BJV,1
EMA-BUD,EMA,BUD,1
EMA-CDG,EMA,CDG,1
EMA-DBV,EMA,DBV,1
FRA-HAV,FRA,HAV,1
EMA-FNC,EMA,FNC,1
EMA-HER,EMA,HER,1
FRA-HOG,FRA,HOG,1
EMA-PRG,EMA,PRG,1
FRA-HRG,FRA,HRG,1
FAO-BLK,FAO,BLK,1
SZX-WXN,SZX,WXN,1
FRA-LAS,FRA,LAS,1
FCO-GLA,FCO,GLA,1
FCO-LBA,FCO,LBA,1
FCO-MAN,FCO,MAN,1
FCO-NCL,FCO,NCL,1
FNC-EMA,FNC,EMA,1
FNC-LBA,FNC,LBA,1
HEL-SIN,HEL,SIN,1
FRA-MBA,FRA,MBA,1
FRA-MBJ,FRA,MBJ,1
FRA-MLE,FRA,MLE,1
GLA-BCN,GLA,BCN,1
FRA-MRU,FRA,MRU,1
FRA-NBO,FRA,NBO,1
FRA-POP,FRA,POP,1
GLA-FCO,GLA,FCO,1
FRA-PUJ,FRA,PUJ,1
GLA-HER,GLA,HER,1
FRA-REC,FRA,REC,1
HYD-JAI,HYD,JAI,1
GLA-PFO,GLA,PFO,1
FRA-SDQ,FRA,SDQ,1
PFB-VCP,PFB,VCP,1
FRA-SEZ,FRA,SEZ,1
HER-EMA,HER,EMA,1
HER-GLA,HER,GLA,1
FRA-SJU,FRA,SJU,1
FRA-SPC,FRA,SPC,1
HER-NCL,HER,NCL,1
IBZ-GLA,IBZ,GLA,1
PHB-FOR,PHB,FOR,1
JER-LBA,JER,LBA,1
KGS-MAN,KGS,MAN,1
KRK-NCL,KRK,NCL,1
FRA-SSA,FRA,SSA,1
FRA-TAB,FRA,TAB,1
LBA-BUD,LBA,BUD,1
LBA-CDG,LBA,CDG,1
LBA-DBV,LBA,DBV,1
PHB-THE,PHB,THE,1
LBA-DUS,LBA,DUS,1
LBA-FCO,LBA,FCO,1
LBA-FNC,LBA,FNC,1
FRA-VRA,FRA,VRA,1
LBA-JER,LBA,JER,1
HEL-TKU,HEL,TKU,1
LBA-LPA,LBA,LPA,1
FRA-YHZ,FRA,YHZ,1
LBA-NCE,LBA,NCE,1
LBA-PFO,LBA,PFO,1
LBA-PRG,LBA,PRG,1
LBA-RHO,LBA,RHO,1
LBA-VCE,LBA,VCE,1
LBA-ZTH,LBA,ZTH,1
HEL-TLL,HEL,TLL,1
HEL-TLV,HEL,TLV,1
HEL-TMP,HEL,TMP,1
LPA-LBA,LPA,LBA,1
LPA-NCL,LPA,NCL,1
MAH-EDI,MAH,EDI,1
FUE-PAD,FUE,PAD,1
HEL-VAA,HEL,VAA,1
MAH-NCL,MAH,NCL,1
FUE-SXF,FUE,SXF,1
PIN-MAO,PIN,MAO,1
PLU-AAX,PLU,AAX,1
MAN-FCO,MAN,FCO,1
HEL-XIY,HEL,XIY,1
PLU-CFB,PLU,CFB,1
PLU-GRU,PLU,GRU,1
HKG-HEL,HKG,HEL,1
PLU-GVR,PLU,GVR,1
MAN-NCE,MAN,NCE,1
PLU-IPN,PLU,IPN,1
MAN-PSA,MAN,PSA,1
HAJ-LCA,HAJ,LCA,1
ICN-HEL,ICN,HEL,1
MAN-SPU,MAN,SPU,1
MAN-TLS,MAN,TLS,1
HAM-DLM,HAM,DLM,1
MAN-VIE,MAN,VIE,1
MJV-BFS,MJV,BFS,1
MJV-EDI,MJV,EDI,1
MJV-NCL,MJV,NCL,1
NCE-LBA,NCE,LBA,1
NCE-MAN,NCE,MAN,1
HAM-FNC,HAM,FNC,1
HAM-HRG,HAM,HRG,1
HAM-RHO,HAM,RHO,1
NCL-BJV,NCL,BJV,1
NCL-DBV,NCL,DBV,1
HAM-XRY,HAM,XRY,1
HAV-FRA,HAV,FRA,1
NCL-FCO,NCL,FCO,1
JOE-HEL,JOE,HEL,1
HOG-FRA,HOG,FRA,1
NCL-KRK,NCL,KRK,1
NCL-LPA,NCL,LPA,1
NCL-MAH,NCL,MAH,1
NCL-MJV,NCL,MJV,1
HRG-FRA,HRG,FRA,1
HRG-HAM,HRG,HAM,1
NCL-PRG,NCL,PRG,1
NCL-PSA,NCL,PSA,1
NCL-REU,NCL,REU,1
HRG-MUC,HRG,MUC,1
PLU-MOC,PLU,MOC,1
NCL-VCE,NCL,VCE,1
PLU-POJ,PLU,POJ,1
PFO-GLA,PFO,GLA,1
PFO-LBA,PFO,LBA,1
KAO-HEL,KAO,HEL,1
PLU-SJK,PLU,SJK,1
PMI-BLK,PMI,BLK,1
KGS-SXF,KGS,SXF,1
LAS-FRA,LAS,FRA,1
PLU-UDI,PLU,UDI,1
PRG-EMA,PRG,EMA,1
PRG-LBA,PRG,LBA,1
LCA-DUS,LCA,DUS,1
PRG-NCL,PRG,NCL,1
PSA-MAN,PSA,MAN,1
PSA-NCL,PSA,NCL,1
LCA-HAJ,LCA,HAJ,1
REU-BFS,REU,BFS,1
REU-NCL,REU,NCL,1
RHO-GLA,RHO,GLA,1
RHO-LBA,RHO,LBA,1
LCA-SXF,LCA,SXF,1
LEJ-AGA,LEJ,AGA,1
SPU-MAN,SPU,MAN,1
LEJ-CFU,LEJ,CFU,1
TFS-BLK,TFS,BLK,1
LEJ-DJE,LEJ,DJE,1
LEJ-LPA,LEJ,LPA,1
TLS-MAN,TLS,MAN,1
VCE-EDI,VCE,EDI,1
VCE-LBA,VCE,LBA,1
PLU-VCP,PLU,VCP,1
VCE-NCL,VCE,NCL,1
VIE-MAN,VIE,MAN,1
ZTH-LBA,ZTH,LBA,1
CDG-VNO,CDG,VNO,1
MUC-VNO,MUC,VNO,1
PRG-VNO,PRG,VNO,1
TXL-VNO,TXL,VNO,1
VNO-CDG,VNO,CDG,1
VNO-MUC,VNO,MUC,1
VNO-PRG,VNO,PRG,1
VNO-TXL,VNO,TXL,1
MLE-PVG,MLE,PVG,1
PVG-MLE,PVG,MLE,1
ABQ-CNM,ABQ,CNM,1
ABQ-LAM,ABQ,LAM,1
CNM-ABQ,CNM,ABQ,1
HGR-IAD,HGR,IAD,1
IAD-HGR,IAD,HGR,1
IAD-LNS,IAD,LNS,1
IAH-VCT,IAH,VCT,1
LAM-ABQ,LAM,ABQ,1
LNS-IAD,LNS,IAD,1
VCT-IAH,VCT,IAH,1
PLU-VDC,PLU,VDC,1
AGP-ZRH,AGP,ZRH,1
LPA-LEJ,LPA,LEJ,1
ATH-ZRH,ATH,ZRH,1
LPA-PAD,LPA,PAD,1
KRK-HEL,KRK,HEL,1
BHX-ZRH,BHX,ZRH,1
KUO-HEL,KUO,HEL,1
ATH-JSH,ATH,JSH,1
PNZ-CNF,PNZ,CNF,1
POA-CNF,POA,CNF,1
CFU-SKG,CFU,SKG,1
JKH-SKG,JKH,SKG,1
MAN-MBJ,MAN,MBJ,1
BSL-LCY,BSL,LCY,1
BSL-PRG,BSL,PRG,1
POA-IGU,POA,IGU,1
BUD-ZRH,BUD,ZRH,1
LJU-HEL,LJU,HEL,1
POA-JOI,POA,JOI,1
MAN-UVF,MAN,UVF,1
POA-LDB,POA,LDB,1
MBA-FRA,MBA,FRA,1
DME-GVA,DME,GVA,1
DME-ZRH,DME,ZRH,1
MBJ-FRA,MBJ,FRA,1
POA-MGF,POA,MGF,1
POA-NVT,POA,NVT,1
GRU-ZRH,GRU,ZRH,1
MLE-FRA,MLE,FRA,1
MRU-FRA,MRU,FRA,1
MUC-AGA,MUC,AGA,1
MUC-CHQ,MUC,CHQ,1
GVA-DME,GVA,DME,1
POA-PET,POA,PET,1
MUC-HRG,MUC,HRG,1
MUC-SPC,MUC,SPC,1
JSH-ATH,JSH,ATH,1
GVA-LCY,GVA,LCY,1
GVA-LED,GVA,LED,1
PAD-ACE,PAD,ACE,1
PAD-FUE,PAD,FUE,1
PAD-LPA,PAD,LPA,1
GVA-PRG,GVA,PRG,1
PAD-TFS,PAD,TFS,1
MXP-HEL,MXP,HEL,1
KLX-SKG,KLX,SKG,1
POP-FRA,POP,FRA,1
HAV-ZRH,HAV,ZRH,1
PUJ-FRA,PUJ,FRA,1
HKG-ZRH,HKG,ZRH,1
REC-FRA,REC,FRA,1
POA-SDU,POA,SDU,1
POA-VCP,POA,VCP,1
RHO-HAM,RHO,HAM,1
POA-XAP,POA,XAP,1
POJ-PLU,POJ,PLU,1
LAS-ZRH,LAS,ZRH,1
RHO-SXF,RHO,SXF,1
LCY-BSL,LCY,BSL,1
LCY-GVA,LCY,GVA,1
LED-GVA,LED,GVA,1
LED-ZRH,LED,ZRH,1
LUG-ZRH,LUG,ZRH,1
LUX-ZRH,LUX,ZRH,1
LYS-ZRH,LYS,ZRH,1
MAN-ZRH,MAN,ZRH,1
SDQ-FRA,SDQ,FRA,1
MXP-ZRH,MXP,ZRH,1
SDQ-SJO,SDQ,SJO,1
NCE-ZRH,NCE,ZRH,1
PPB-VCP,PPB,VCP,1
SEZ-FRA,SEZ,FRA,1
SJO-SDQ,SJO,SDQ,1
SJU-FRA,SJU,FRA,1
SPC-FRA,SPC,FRA,1
OTP-ZRH,OTP,ZRH,1
PEK-ZRH,PEK,ZRH,1
SPC-MUC,SPC,MUC,1
PRG-BSL,PRG,BSL,1
PRG-GVA,PRG,GVA,1
SKG-CFU,SKG,CFU,1
SSA-FRA,SSA,FRA,1
PUJ-ZRH,PUJ,ZRH,1
PVG-ZRH,PVG,ZRH,1
SKG-JKH,SKG,JKH,1
RAK-ZRH,RAK,ZRH,1
SKG-KLX,SKG,KLX,1
RAO-CNF,RAO,CNF,1
RAO-VCP,RAO,VCP,1
SKG-SMI,SKG,SMI,1
SMI-SKG,SMI,SKG,1
TPA-ZRH,TPA,ZRH,1
VCE-ZRH,VCE,ZRH,1
ATL-LWB,ATL,LWB,1
SIN-HEL,SIN,HEL,1
VLC-ZRH,VLC,ZRH,1
DUS-BIA,DUS,BIA,1
ZRH-AGP,ZRH,AGP,1
SXF-ACE,SXF,ACE,1
ZRH-ATH,ZRH,ATH,1
ZRH-BHX,ZRH,BHX,1
DUS-BIO,DUS,BIO,1
SXF-CFU,SXF,CFU,1
SXF-DLM,SXF,DLM,1
ZRH-BUD,ZRH,BUD,1
SXF-FUE,SXF,FUE,1
DUS-BRI,DUS,BRI,1
SXF-KGS,SXF,KGS,1
ZRH-DME,ZRH,DME,1
SXF-LCA,SXF,LCA,1
ZRH-GRU,ZRH,GRU,1
ZRH-HAV,ZRH,HAV,1
ZRH-HKG,ZRH,HKG,1
REC-MCZ,REC,MCZ,1
REC-NAT,REC,NAT,1
SXF-RHO,SXF,RHO,1
TKU-HEL,TKU,HEL,1
ZRH-LAS,ZRH,LAS,1
SXF-XRY,SXF,XRY,1
ZRH-LED,ZRH,LED,1
ZRH-LUG,ZRH,LUG,1
ZRH-LUX,ZRH,LUX,1
ZRH-LYS,ZRH,LYS,1
ZRH-MAN,ZRH,MAN,1
TLL-HEL,TLL,HEL,1
ZRH-MXP,ZRH,MXP,1
ZRH-NCE,ZRH,NCE,1
TFS-PAD,TFS,PAD,1
TLV-HEL,TLV,HEL,1
TMP-HEL,TMP,HEL,1
VRA-FRA,VRA,FRA,1
ZRH-OTP,ZRH,OTP,1
ZRH-PEK,ZRH,PEK,1
VAA-HEL,VAA,HEL,1
